,Unnamed: 0.1,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
1840,656,656,32,374,25,4,1,911,1,1,87,3,1,4,2795,18016,1,Y,24,4,3,80,0,1,2,1,1,0,0,1,84.6969696969697,0.0303030303030303,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
375,791,791,35,1204,4,3,1,1100,4,1,86,3,3,1,9582,10333,0,Y,22,4,1,80,0,9,2,3,8,7,4,7,266.1666666666667,0.25,0.8,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1799,443,443,22,1368,4,1,1,593,3,1,99,2,1,3,3894,9129,5,Y,16,3,3,80,0,4,3,3,2,2,1,2,169.30434782608697,0.1739130434782608,0.4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1185,443,443,22,1368,4,1,1,593,3,1,99,2,1,3,3894,9129,5,Y,16,3,3,80,0,4,3,3,2,2,1,2,169.30434782608697,0.1739130434782608,0.4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1579,838,838,42,481,12,3,1,1167,3,1,44,3,4,1,13758,2447,0,Y,12,3,2,80,0,22,2,2,21,9,13,14,319.95348837209303,0.5116279069767442,0.9130434782608696,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1502,1083,1083,40,676,9,4,1,1534,4,1,86,3,1,1,2018,21831,3,Y,14,3,2,80,0,15,3,1,5,4,1,0,49.21951219512195,0.3658536585365853,0.3125,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1698,573,573,26,1146,8,3,1,796,4,1,38,2,2,1,5326,3064,6,Y,17,3,3,80,0,6,2,2,4,3,1,2,197.25925925925927,0.2222222222222222,0.5714285714285714,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1915,216,216,30,334,26,4,1,299,3,0,52,2,2,1,6696,22967,5,Y,15,3,3,80,0,9,5,2,6,3,0,1,216.0,0.2903225806451613,0.6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
618,1290,1290,34,234,9,4,1,1807,4,1,93,3,2,1,5346,6208,4,Y,17,3,3,80,1,11,3,2,7,1,0,7,152.74285714285713,0.3142857142857143,0.5833333333333334,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1947,598,598,28,890,2,4,1,828,3,1,46,3,1,3,4382,16374,6,Y,17,3,4,80,0,5,3,2,2,2,2,1,151.10344827586206,0.1724137931034483,0.3333333333333333,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1307,748,748,26,265,29,2,1,1037,2,1,79,1,2,1,4969,21813,8,Y,18,3,4,80,0,7,6,3,2,2,2,2,184.03703703703704,0.2592592592592592,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1528,798,798,33,1017,25,3,1,1108,1,1,55,2,1,2,2313,2993,4,Y,20,4,2,80,0,5,0,3,2,2,2,2,68.02941176470588,0.1470588235294117,0.3333333333333333,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1775,214,214,30,1005,3,3,1,297,4,0,88,3,1,1,2657,8556,5,Y,11,3,3,80,0,8,5,3,5,2,0,4,85.70967741935483,0.2580645161290322,0.5555555555555556,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1957,683,683,25,867,19,2,1,952,3,1,36,2,1,2,2413,18798,1,Y,18,3,3,80,3,1,2,3,1,0,0,0,92.8076923076923,0.0384615384615384,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
743,1249,1249,29,428,9,3,1,1752,2,0,52,1,1,2,2760,14630,1,Y,13,3,3,80,0,2,3,3,2,2,2,2,92.0,0.0666666666666666,0.6666666666666666,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
523,100,100,37,807,6,4,1,133,3,1,63,3,1,1,2073,23648,4,Y,22,4,4,80,0,7,3,3,3,2,0,2,54.55263157894737,0.1842105263157894,0.375,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1556,749,749,52,266,2,1,1,1038,1,0,57,1,5,4,19845,25846,1,Y,15,3,4,80,1,33,3,3,32,14,6,9,374.4339622641509,0.6226415094339622,0.9411764705882352,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1533,259,259,31,307,29,2,1,355,3,1,71,2,1,2,3479,11652,0,Y,11,3,2,80,0,6,2,4,5,4,1,4,108.71875,0.1875,0.7142857142857143,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1865,440,440,34,988,23,3,1,590,2,0,43,3,3,1,9950,11533,9,Y,15,3,3,80,3,11,2,3,3,2,0,2,284.2857142857143,0.3142857142857143,0.25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1544,457,457,18,1306,5,3,1,614,2,1,69,3,1,2,1878,8059,1,Y,14,3,4,80,0,0,3,3,0,0,0,0,98.84210526315788,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1519,749,749,52,266,2,1,1,1038,1,0,57,1,5,4,19845,25846,1,Y,15,3,4,80,1,33,3,3,32,14,6,9,374.4339622641509,0.6226415094339622,0.9411764705882352,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1654,1058,1058,34,790,24,4,1,1489,1,0,40,2,2,2,4599,7815,0,Y,23,4,3,80,0,16,2,4,15,9,10,10,131.4,0.4571428571428571,0.8823529411764706,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1675,1006,1006,49,1475,28,2,1,1420,1,1,97,2,2,1,4284,22710,3,Y,20,4,1,80,0,20,2,3,4,3,1,3,85.68,0.4,0.1904761904761904,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1601,286,286,44,920,24,3,1,392,4,1,43,3,1,3,3161,19920,3,Y,22,4,4,80,1,19,0,1,1,0,0,0,70.24444444444444,0.4222222222222222,0.05,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1874,689,689,20,129,4,3,1,960,1,1,84,3,1,1,2973,13008,1,Y,19,3,2,80,0,1,2,3,1,0,0,0,141.57142857142858,0.0476190476190476,0.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1778,683,683,25,867,19,2,1,952,3,1,36,2,1,2,2413,18798,1,Y,18,3,3,80,3,1,2,3,1,0,0,0,92.8076923076923,0.0384615384615384,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1240,1171,1171,40,1329,7,3,1,1649,1,1,73,3,1,1,2166,3339,3,Y,14,3,2,80,0,10,3,1,4,2,0,3,52.829268292682926,0.2439024390243902,0.3636363636363636,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1896,667,667,41,1085,2,4,1,927,2,0,57,1,1,4,2778,17725,4,Y,13,3,3,80,1,10,1,2,7,7,1,0,66.14285714285714,0.238095238095238,0.6363636363636364,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1908,1006,1006,49,1475,28,2,1,1420,1,1,97,2,2,1,4284,22710,3,Y,20,4,1,80,0,20,2,3,4,3,1,3,85.68,0.4,0.1904761904761904,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1784,327,327,39,1162,3,2,1,445,4,0,41,3,2,3,5238,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,130.95,0.3,0.0769230769230769,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1136,952,952,31,1060,1,3,1,1331,4,0,54,3,1,2,2302,8319,1,Y,11,3,1,80,0,3,2,4,3,2,2,2,71.9375,0.09375,0.75,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1822,683,683,25,867,19,2,1,952,3,1,36,2,1,2,2413,18798,1,Y,18,3,3,80,3,1,2,3,1,0,0,0,92.8076923076923,0.0384615384615384,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1805,796,796,25,1219,4,1,1,1106,4,1,32,3,1,4,3691,4605,1,Y,15,3,2,80,1,7,3,4,7,7,5,6,141.96153846153845,0.2692307692307692,0.875,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1967,469,469,32,1474,11,4,1,631,4,1,60,4,2,3,4707,23914,8,Y,12,3,4,80,0,6,2,3,4,2,1,2,142.63636363636363,0.1818181818181818,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1508,1281,1281,35,303,27,3,1,1797,3,1,84,3,2,4,5813,13492,1,Y,18,3,4,80,0,10,2,3,10,7,7,7,161.47222222222223,0.2777777777777778,0.9090909090909092,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
321,669,669,39,1122,6,3,1,932,4,1,70,3,1,1,2404,4303,7,Y,21,4,4,80,0,8,2,1,2,2,2,2,60.1,0.2,0.2222222222222222,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1732,171,171,19,602,1,1,1,235,3,0,100,1,1,1,2325,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,116.25,0.05,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1233,585,585,23,1243,6,3,1,811,3,1,63,4,1,1,1601,3445,1,Y,21,4,3,80,2,1,2,3,0,0,0,0,66.70833333333333,0.0416666666666666,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1856,1213,1213,23,427,7,3,1,1702,3,1,99,3,1,4,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,94.79166666666669,0.125,0.75,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1246,1338,1338,30,945,9,3,1,1876,2,1,89,3,1,4,1081,16019,1,Y,13,3,3,80,0,1,3,2,1,0,0,0,34.87096774193548,0.032258064516129,0.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
419,205,205,29,121,27,3,1,283,2,0,35,3,3,4,7639,24525,1,Y,22,4,4,80,3,10,3,2,10,4,1,9,254.63333333333333,0.3333333333333333,0.9090909090909092,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1641,1444,1444,56,310,7,2,1,2032,4,1,72,3,1,3,2339,3666,8,Y,11,3,4,80,1,14,4,1,10,9,9,8,41.03508771929825,0.2456140350877192,0.6666666666666666,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
275,706,706,40,1479,24,3,1,986,2,0,100,4,4,2,13194,17071,4,Y,16,3,4,80,0,22,2,2,1,0,0,0,321.8048780487805,0.5365853658536586,0.0434782608695652,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1902,656,656,32,374,25,4,1,911,1,1,87,3,1,4,2795,18016,1,Y,24,4,3,80,0,1,2,1,1,0,0,1,84.6969696969697,0.0303030303030303,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1204,414,414,24,1448,1,1,1,554,1,0,62,3,1,2,3202,21972,1,Y,16,3,2,80,0,6,4,3,5,3,1,4,128.08,0.24,0.7142857142857143,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1604,1006,1006,49,1475,28,2,1,1420,1,1,97,2,2,1,4284,22710,3,Y,20,4,1,80,0,20,2,3,4,3,1,3,85.68,0.4,0.1904761904761904,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1272,286,286,44,920,24,3,1,392,4,1,43,3,1,3,3161,19920,3,Y,22,4,4,80,1,19,0,1,1,0,0,0,70.24444444444444,0.4222222222222222,0.05,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1680,513,513,20,1362,10,1,1,701,4,1,32,3,1,3,1009,26999,1,Y,11,3,4,80,0,1,5,3,1,0,1,1,48.04761904761905,0.0476190476190476,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1553,378,378,34,1362,19,3,1,502,1,1,67,4,2,4,5304,4652,8,Y,13,3,2,80,0,9,3,2,5,2,0,4,151.54285714285714,0.2571428571428571,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1809,1112,1112,38,903,2,3,1,1573,3,1,81,3,2,2,4855,7653,4,Y,11,3,1,80,2,7,2,3,5,2,1,4,124.48717948717947,0.1794871794871795,0.625,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1793,1083,1083,40,676,9,4,1,1534,4,1,86,3,1,1,2018,21831,3,Y,14,3,2,80,0,15,3,1,5,4,1,0,49.21951219512195,0.3658536585365853,0.3125,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1300,1354,1354,56,1162,24,2,1,1907,1,1,97,3,1,4,2587,10261,1,Y,16,3,4,80,0,5,3,3,4,2,1,0,45.3859649122807,0.087719298245614,0.6666666666666666,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1201,1281,1281,35,303,27,3,1,1797,3,1,84,3,2,4,5813,13492,1,Y,18,3,4,80,0,10,2,3,10,7,7,7,161.47222222222223,0.2777777777777778,0.9090909090909092,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1664,405,405,25,688,3,3,1,538,1,1,91,3,1,1,4031,9396,5,Y,13,3,3,80,1,6,5,3,2,2,0,2,155.03846153846155,0.2307692307692307,0.2857142857142857,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1621,33,33,39,895,5,3,1,42,4,1,56,3,2,4,2086,3335,3,Y,14,3,3,80,1,19,6,4,1,0,0,0,52.15,0.475,0.05,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1505,1106,1106,30,740,1,3,1,1562,2,1,64,2,2,1,9714,5323,1,Y,11,3,4,80,1,10,4,3,10,8,6,7,313.35483870967744,0.3225806451612903,0.9090909090909092,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1380,469,469,32,1474,11,4,1,631,4,1,60,4,2,3,4707,23914,8,Y,12,3,4,80,0,6,2,3,4,2,1,2,142.63636363636363,0.1818181818181818,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1245,1039,1039,34,1107,9,4,1,1467,1,0,52,3,1,3,2742,3072,1,Y,15,3,4,80,0,2,0,3,2,2,2,2,78.34285714285714,0.0571428571428571,0.6666666666666666,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1913,940,940,39,360,23,3,1,1310,3,1,93,3,1,1,3904,22154,0,Y,13,3,1,80,0,6,2,3,5,2,0,3,97.6,0.15,0.7142857142857143,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1319,797,797,26,1330,21,3,1,1107,1,1,37,3,1,3,2377,19373,1,Y,20,4,3,80,1,1,0,2,1,1,0,0,88.03703703703704,0.037037037037037,0.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1451,192,192,35,556,23,2,1,261,2,1,50,2,2,3,5916,15497,3,Y,13,3,1,80,0,8,1,3,1,0,0,1,164.33333333333334,0.2222222222222222,0.1111111111111111,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
347,1353,1353,34,967,16,4,1,1905,4,1,85,1,1,1,2307,14460,1,Y,23,4,2,80,1,5,2,3,5,2,3,0,65.91428571428571,0.1428571428571428,0.8333333333333334,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1507,1438,1438,23,638,9,3,1,2023,4,1,33,3,1,1,1790,26956,1,Y,19,3,1,80,1,1,3,2,1,0,1,0,74.58333333333333,0.0416666666666666,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1573,250,250,37,504,10,3,1,342,1,1,61,3,3,3,10048,22573,6,Y,11,3,2,80,2,17,5,3,1,0,0,0,264.42105263157896,0.4473684210526316,0.0555555555555555,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1716,1369,1369,28,1475,13,2,1,1933,4,0,84,3,2,3,9854,23352,3,Y,11,3,4,80,0,6,0,3,2,0,2,2,339.7931034482759,0.2068965517241379,0.2857142857142857,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1839,939,939,32,1089,7,2,1,1309,4,1,79,3,2,3,4883,22845,1,Y,18,3,1,80,1,10,3,3,10,4,1,1,147.96969696969697,0.303030303030303,0.9090909090909092,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1571,1291,1291,37,370,10,4,1,1809,4,1,58,3,2,1,4213,4992,1,Y,15,3,2,80,0,10,4,1,10,3,0,8,110.86842105263158,0.2631578947368421,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1356,1249,1249,29,428,9,3,1,1752,2,0,52,1,1,2,2760,14630,1,Y,13,3,3,80,0,2,3,3,2,2,2,2,92.0,0.0666666666666666,0.6666666666666666,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1486,1281,1281,35,303,27,3,1,1797,3,1,84,3,2,4,5813,13492,1,Y,18,3,4,80,0,10,2,3,10,7,7,7,161.47222222222223,0.2777777777777778,0.9090909090909092,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1276,761,761,36,660,15,3,1,1052,1,1,81,3,2,3,4834,7858,7,Y,14,3,2,80,1,9,3,2,1,0,0,0,130.64864864864865,0.2432432432432432,0.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1184,1085,1085,31,561,3,3,1,1537,4,0,33,3,1,3,4084,4156,1,Y,12,3,1,80,0,7,2,1,7,2,7,7,127.625,0.21875,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1291,214,214,30,1005,3,3,1,297,4,0,88,3,1,1,2657,8556,5,Y,11,3,3,80,0,8,5,3,5,2,0,4,85.70967741935483,0.2580645161290322,0.5555555555555556,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1292,1291,1291,37,370,10,4,1,1809,4,1,58,3,2,1,4213,4992,1,Y,15,3,2,80,0,10,4,1,10,3,0,8,110.86842105263158,0.2631578947368421,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
691,1057,1057,29,115,13,3,1,1487,1,0,51,3,2,2,5765,17485,5,Y,11,3,1,80,0,7,4,1,5,3,0,0,192.16666666666663,0.2333333333333333,0.625,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1434,952,952,31,1060,1,3,1,1331,4,0,54,3,1,2,2302,8319,1,Y,11,3,1,80,0,3,2,4,3,2,2,2,71.9375,0.09375,0.75,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1453,259,259,31,307,29,2,1,355,3,1,71,2,1,2,3479,11652,0,Y,11,3,2,80,0,6,2,4,5,4,1,4,108.71875,0.1875,0.7142857142857143,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1309,317,317,52,723,8,4,1,433,3,1,85,2,2,2,4941,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,93.22641509433964,0.2075471698113207,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1650,1273,1273,22,1294,8,1,1,1783,3,0,79,3,1,1,2398,15999,1,Y,17,3,3,80,0,1,6,3,1,0,0,0,104.2608695652174,0.0434782608695652,0.5,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1221,1291,1291,37,370,10,4,1,1809,4,1,58,3,2,1,4213,4992,1,Y,15,3,2,80,0,10,4,1,10,3,0,8,110.86842105263158,0.2631578947368421,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1800,1012,1012,31,667,1,4,1,1427,2,0,50,1,1,3,1359,16154,1,Y,12,3,2,80,0,1,3,3,1,0,0,0,42.46875,0.03125,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1794,607,607,49,1184,11,3,1,840,3,0,43,3,3,4,7654,5860,1,Y,18,3,1,80,2,9,3,4,9,8,7,7,153.08,0.18,0.9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1394,585,585,23,1243,6,3,1,811,3,1,63,4,1,1,1601,3445,1,Y,21,4,3,80,2,1,2,3,0,0,0,0,66.70833333333333,0.0416666666666666,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1602,439,439,31,534,20,3,1,587,1,1,66,3,3,3,9824,22908,3,Y,12,3,1,80,0,12,2,3,1,0,0,0,307.0,0.375,0.0769230769230769,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1347,1213,1213,23,427,7,3,1,1702,3,1,99,3,1,4,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,94.79166666666669,0.125,0.75,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1196,636,636,35,130,25,4,1,881,4,0,96,3,1,2,2022,16612,1,Y,19,3,1,80,1,10,3,2,10,2,7,8,56.16666666666666,0.2777777777777778,0.9090909090909092,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
844,1153,1153,18,544,3,2,1,1624,2,0,70,3,1,4,1569,18420,1,Y,12,3,3,80,0,0,2,4,0,0,0,0,82.57894736842105,0.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1471,259,259,31,307,29,2,1,355,3,1,71,2,1,2,3479,11652,0,Y,11,3,2,80,0,6,2,4,5,4,1,4,108.71875,0.1875,0.7142857142857143,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1538,457,457,18,1306,5,3,1,614,2,1,69,3,1,2,1878,8059,1,Y,14,3,4,80,0,0,3,3,0,0,0,0,98.84210526315788,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1590,797,797,26,1330,21,3,1,1107,1,1,37,3,1,3,2377,19373,1,Y,20,4,3,80,1,1,0,2,1,1,0,0,88.03703703703704,0.037037037037037,0.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1812,1255,1255,33,211,16,3,1,1758,1,0,74,3,3,1,8564,10092,2,Y,20,4,3,80,0,11,2,2,0,0,0,0,251.8823529411765,0.3235294117647059,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1535,608,608,55,436,2,1,1,842,3,1,37,3,2,4,5160,21519,4,Y,16,3,3,80,0,12,3,2,9,7,7,3,92.14285714285714,0.2142857142857142,0.6923076923076923,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1534,140,140,32,1033,9,3,1,190,1,0,41,3,1,1,4200,10224,7,Y,22,4,1,80,0,10,2,4,5,4,0,4,127.27272727272728,0.303030303030303,0.4545454545454545,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1088,1171,1171,40,1329,7,3,1,1649,1,1,73,3,1,1,2166,3339,3,Y,14,3,2,80,0,10,3,1,4,2,0,3,52.829268292682926,0.2439024390243902,0.3636363636363636,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1343,14,14,28,103,24,3,1,19,3,1,50,2,1,3,2028,12947,5,Y,14,3,2,80,0,6,4,3,4,2,0,3,69.93103448275862,0.2068965517241379,0.5714285714285714,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1562,236,236,33,465,2,2,1,328,1,0,39,3,1,1,2707,21509,7,Y,20,4,1,80,0,13,3,4,9,7,1,7,79.61764705882354,0.3823529411764705,0.6428571428571429,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
